Dataset,Owner,Create Date,Last Modified Date,KB,MB,GB
E8YF_SMI_INST2_LAI,e8yf,2015-08-11,2015-08-11,16,0.02,0
E8YF_SMI_INST2_NI,e8yf,2015-08-11,2015-08-11,5072,4.95,0.005
E8YF_SMI_INST2_OBS,e8yf,2015-08-11,2015-08-11,160,0.16,0
E8YF_SMI_INST2_OP,e8yf,2015-08-11,2015-08-11,9296,9.08,0.009
E8YF_SMI_INST2_SCH,e8yf,2015-08-11,2015-08-11,552,0.54,0.001
E8YF_SMI_PROF,e8yf,2015-08-11,2015-08-11,28987368,28307.98,27.645
E8YF_SMI_PROF2_AI,e8yf,2015-08-11,2015-08-11,55336,54.04,0.053
E8YF_SMI_PROF2_BD,e8yf,2015-08-12,2015-08-12,2168,2.12,0.002
E8YF_SMI_PROF2_BH_AI,e8yf,2015-08-11,2015-08-11,78632,76.79,0.075
E8YF_SMI_PROF2_BH_AI_POS,e8yf,2015-08-11,2015-08-11,94488,92.27,0.09
E8YF_SMI_PROF2_BH_ED,e8yf,2015-08-11,2015-08-11,25720,25.12,0.025
E8YF_SMI_PROF2_BH_ED_POS,e8yf,2015-08-11,2015-08-11,33856,33.06,0.032
E8YF_SMI_PROF2_BH_NI,e8yf,2015-08-12,2015-08-12,33752,32.96,0.032
E8YF_SMI_PROF2_BH_NI_POS,e8yf,2015-08-12,2015-08-12,16,0.02,0
E8YF_SMI_PROF2_BH_OP,e8yf,2015-08-12,2015-08-12,78632,76.79,0.075
E8YF_SMI_PROF2_BH_OP_POS,e8yf,2015-08-12,2015-08-12,1071616,1046.5,1.022
E8YF_SMI_PROF2_BH_SA_AI,e8yf,2015-08-12,2015-08-12,16,0.02,0
E8YF_SMI_PROF2_BH_SA_NI,e8yf,2015-08-12,2015-08-12,7640,7.46,0.007
E8YF_SMI_PROF2_BH_SA_OP,e8yf,2015-08-12,2015-08-12,334000,326.17,0.319
E8YF_SMI_PROF2_DIAB,e8yf,2015-08-12,2015-08-12,86144,84.13,0.082
E8YF_SMI_PROF2_ED,e8yf,2015-08-12,2015-08-12,16920,16.52,0.016
E8YF_SMI_PROF2_GLU_TEST,e8yf,2015-08-12,2015-08-12,43352,42.34,0.041
E8YF_SMI_PROF2_HBA1C_TEST,e8yf,2015-08-12,2015-08-12,14368,14.03,0.014
E8YF_SMI_PROF2_LAI,e8yf,2015-08-12,2015-08-12,16,0.02,0
E8YF_SMI_PROF2_NI,e8yf,2015-08-12,2015-08-12,7640,7.46,0.007
E8YF_SMI_PROF2_OBS,e8yf,2015-08-12,2015-08-12,2168,2.12,0.002
E8YF_SMI_PROF2_OP,e8yf,2015-08-12,2015-08-12,339224,331.27,0.324
E8YF_SMI_PROF2_SCH,e8yf,2015-08-12,2015-08-12,600,0.59,0.001
E8YF_SNF_LTC_AUTHS_02JUL15,e8yf,2015-07-02,2015-07-02,15240,14.88,0.015
E8YF_SNF_LTC_AUTHS_02OCT15,e8yf,2015-10-05,2015-10-05,19336,18.88,0.018
E8YF_SNF_LTC_AUTHS_03DEC15,e8yf,2015-12-07,2015-12-07,21192,20.7,0.02
E8YF_SNF_LTC_AUTHS_03FEB16,e8yf,2016-02-08,2016-02-08,23176,22.63,0.022
E8YF_SNF_LTC_AUTHS_04SEP15,e8yf,2015-09-08,2015-09-08,18376,17.95,0.018
E8YF_SNF_LTC_AUTHS_052615,e8yf,2015-05-27,2015-05-27,5128,5.01,0.005
E8YF_SNF_LTC_AUTHS_05AUG15,e8yf,2015-08-07,2015-08-07,17352,16.95,0.017
E8YF_SNF_LTC_AUTHS_05JAN16,e8yf,2016-01-07,2016-01-07,21960,21.45,0.021
E8YF_SNF_LTC_AUTHS_060515,e8yf,2015-06-05,2015-06-05,14344,14.01,0.014
E8YF_SNF_LTC_AUTHS_061215,e8yf,2015-06-12,2015-06-12,15560,15.2,0.015
E8YF_SNF_LTC_AUTHS_061915,e8yf,2015-06-19,2015-06-19,15816,15.45,0.015
E8YF_SNF_LTC_AUTHS_06JUL15,e8yf,2015-07-06,2015-07-06,16264,15.88,0.016
E8YF_SNF_LTC_AUTHS_07MAR16,e8yf,2016-03-14,2016-03-14,24392,23.82,0.023
E8YF_SNF_LTC_AUTHS_08JUL15,e8yf,2015-07-09,2015-07-09,16392,16.01,0.016
E8YF_SNF_LTC_AUTHS_08OCT15,e8yf,2015-10-09,2015-10-09,19464,19.01,0.019
E8YF_SNF_LTC_AUTHS_09NOV15,e8yf,2015-11-10,2015-11-10,20360,19.88,0.019
E8YF_SNF_LTC_AUTHS_10SEP15,e8yf,2015-09-11,2015-09-11,18504,18.07,0.018
E8YF_SNF_LTC_AUTHS_11APR16,e8yf,2016-04-11,2016-04-11,25480,24.88,0.024
E8YF_SNF_LTC_AUTHS_11DEC15,e8yf,2015-12-12,2015-12-12,21320,20.82,0.02
E8YF_SNF_LTC_AUTHS_12JAN16,e8yf,2016-01-13,2016-01-13,21896,21.38,0.021
E8YF_SNF_LTC_AUTHS_13AUG15,e8yf,2015-08-14,2015-08-14,17544,17.13,0.017
E8YF_SNF_LTC_AUTHS_13FEB16,e8yf,2016-02-15,2016-02-15,23432,22.88,0.022
E8YF_SNF_LTC_AUTHS_13NOV15,f3vc,2015-11-13,2015-11-13,20552,20.07,0.02
E8YF_SNF_LTC_AUTHS_15OCT15,e8yf,2015-10-16,2015-10-16,19656,19.2,0.019
E8YF_SNF_LTC_AUTHS_17JUL15,e8yf,2015-07-22,2015-07-22,16776,16.38,0.016
E8YF_SNF_LTC_AUTHS_17MAR16,e8yf,2016-03-18,2016-03-18,24520,23.95,0.023
E8YF_SNF_LTC_AUTHS_17SEP15,e8yf,2015-09-18,2015-09-18,18696,18.26,0.018
E8YF_SNF_LTC_AUTHS_19FEB16,e8yf,2016-02-22,2016-02-22,23624,23.07,0.023
E8YF_SNF_LTC_AUTHS_19NOV15,e8yf,2015-11-23,2015-11-23,20744,20.26,0.02
E8YF_SNF_LTC_AUTHS_20DEC15,e8yf,2015-12-21,2015-12-21,21576,21.07,0.021
E8YF_SNF_LTC_AUTHS_21AUG15,e8yf,2015-08-21,2015-08-21,17800,17.38,0.017
E8YF_SNF_LTC_AUTHS_21JAN16,e8yf,2016-01-22,2016-01-22,22600,22.07,0.022
E8YF_SNF_LTC_AUTHS_21MAR16,e8yf,2016-03-21,2016-03-21,24520,23.95,0.023
E8YF_SNF_LTC_AUTHS_22DEC15,e8yf,2015-12-22,2015-12-22,21576,21.07,0.021
E8YF_SNF_LTC_AUTHS_22JUL15,e8yf,2015-07-23,2015-07-23,16904,16.51,0.016
E8YF_SNF_LTC_AUTHS_22OCT15,e8yf,2015-10-23,2015-10-23,19912,19.45,0.019
E8YF_SNF_LTC_AUTHS_24SEP15,e8yf,2015-09-24,2015-09-24,18952,18.51,0.018
E8YF_SNF_LTC_AUTHS_25MAR16,e8yf,2016-04-04,2016-04-04,25224,24.63,0.024
E8YF_SNF_LTC_AUTHS_25NOV15,e8yf,2015-11-30,2015-11-30,20936,20.45,0.02
E8YF_SNF_LTC_AUTHS_26FEB16,e8yf,2016-02-28,2016-02-28,23880,23.32,0.023
E8YF_SNF_LTC_AUTHS_26JUN15,e8yf,2015-06-26,2015-06-26,16008,15.63,0.015
E8YF_SNF_LTC_AUTHS_27AUG15,e8yf,2015-08-28,2015-08-28,17992,17.57,0.017
E8YF_SNF_LTC_AUTHS_27JUL15,e8yf,2015-07-30,2015-07-30,17096,16.7,0.016
E8YF_SNF_LTC_AUTHS_28DEC15,e8yf,2015-12-28,2015-12-28,21832,21.32,0.021
E8YF_SNF_LTC_AUTHS_28JAN16,e8yf,2016-02-01,2016-02-01,22856,22.32,0.022
E8YF_SNF_LTC_AUTHS_28OCT15,e8yf,2015-11-09,2015-11-09,20360,19.88,0.019
E8YF_SNF_LTC_AUTHS_29MAR16,e8yf,2016-03-29,2016-03-29,24968,24.38,0.024
E8YF_TRANSROI_PROG_SATN_SURVEY,e8yf,2014-08-25,2014-08-25,88,0.09,0
E8YF_TRASROI_INST_CLAIMS_PHASEII,e8yf,2014-08-01,2014-08-01,13848,13.52,0.013
E8YF_TRASROI_IP_TRIGDT_PHASEII,e8yf,2014-08-01,2014-08-01,144,0.14,0
E8YF_TRASROI_PROF_CLAIMS_PHASEII,e8yf,2014-08-01,2014-08-01,158168,154.46,0.151
E8YF_TRASROI_RX_PHASEII,e8yf,2014-08-01,2014-08-01,50008,48.84,0.048
E8YF_YEAR_WEEK_LOOKUP,e8yf,2016-01-15,2016-01-15,16,0.02,0
EDDXS,d7yp,2013-10-23,2013-10-23,44,0.04,0
EDOUT,d7yp,2013-10-23,2013-10-23,329640,321.91,0.314
EDOUT_FINAL,d7yp,2013-10-23,2013-10-23,350232,342.02,0.334
ED_FEP_RAW_ALL,e8ja,2016-06-02,2016-06-02,211400,206.45,0.202
ENRT0_KJ,ha05,2015-07-24,2015-07-24,99528,97.2,0.095
ENRT0_STATE,d1p3,2016-07-13,2016-07-13,64840,63.32,0.062
ENRT0_STATE_KJ,ha05,2015-07-16,2015-07-16,65592,64.05,0.063
ENRT2013,f6n9,2014-05-08,2014-05-08,1008904,985.26,0.962
ENRT2_ADL,e8ja,2016-07-20,2016-07-20,564872,551.63,0.539
ENRT2_ADL_2012,d1p3,2016-01-31,2016-01-31,24,0.02,0
ENRT2_ADL_2013,d1p3,2016-01-31,2016-01-31,611432,597.1,0.583
ENRT2_ADL_2014,d1p3,2016-01-31,2016-01-31,659128,643.68,0.629
ENRT2_ADL_2015,d1p3,2016-01-31,2016-01-31,674440,658.63,0.643
ENRT_PROGS_ALT_COSTS,d1p3,2014-05-23,2014-05-23,1559552,1523,1.487
ENRT_PROGS_PCMH,d1p3,2014-05-23,2014-05-23,1455616,1421.5,1.388
ENRT_PROGS_PCMH_DCMG,d1p3,2014-05-15,2014-05-15,1471968,1437.47,1.404
ENRT_PROGS_PCMH_DCMG2,d1p3,2014-05-23,2014-05-23,1488656,1453.77,1.42
ENRT_PROGS_PCMH_DCMG_JUN,d1p3,2014-06-11,2014-06-11,1418120,1384.88,1.352
ENRT_PROGS_PCMH_DCMG_JUN11,d1p3,2014-06-11,2014-06-11,1435592,1401.95,1.369
ENRT_PROGS_PCMH_JUN11,d1p3,2014-06-11,2014-06-11,1384328,1351.88,1.32
ENRT_SEG_PROG_EXG,d1p3,2014-05-12,2014-05-12,2429384,2372.45,2.317
ENRT_SEG_PROG_JIVA2,d1p3,2014-06-10,2014-06-10,24,0.02,0
ENRT_SEG_PROG_JIVA2_JUN11,d1p3,2014-06-11,2014-06-11,1277864,1247.91,1.219
ENRT_SEG_PROG_JIVA_VD_ND2,d1p3,2014-05-15,2014-05-15,1439600,1405.86,1.373
ENRT_SEG_PROG_JIVA_VD_ND_JUN11,d1p3,2014-06-11,2014-06-11,1368056,1335.99,1.305
ER_MBRS_2012,f6n9,2013-10-31,2013-10-31,16,0.02,0
ER_OUCTOMES_ALINEO,d1p3,2012-04-10,2012-04-10,136,0.13,0
ER_OUCTOMES_HD,d1p3,2012-04-10,2012-04-10,264,0.26,0
ER_UCC_201606,d1p3,2016-07-07,2016-07-07,89416,87.32,0.085
ER_UCC_DGNS,d1p3,2016-07-01,2016-07-01,109320,106.76,0.104
ER_UCC_MBRS_201606,d1p3,2016-07-07,2016-07-07,9352,9.13,0.009
ER_UCC_NYU_052016_062016,d1p3,2016-06-30,2016-06-30,18552,18.12,0.018
ETG_50K_201410,d1p3,2015-01-28,2015-01-28,413120,403.44,0.394
ETG_DESC_201410,d1p3,2015-01-28,2015-01-28,9192,8.98,0.009
ETG_DESC_ALL_201410,d1p3,2015-01-28,2015-01-28,2939592,2870.7,2.803
EVOLUTION,d1p3,2016-05-12,2016-05-12,32608,31.84,0.031
EVOLUTION2,d1p3,2016-05-12,2016-05-12,42176,41.19,0.04
EVOLUTION_25K,d1p3,2016-06-20,2016-06-20,23240,22.7,0.022
EVOLUTION_BRETT_COSTS,d1p3,2016-05-12,2016-05-12,24680,24.1,0.024
EVOLUTION_MATCHES1_ANU,d1p3,2016-05-12,2016-05-12,16,0.02,0
EVOLUTION_MATCHES_ANU,d1p3,2016-05-12,2016-05-12,59016,57.63,0.056
EXCHANGE_DEEPDIVE2,d1p3,2015-02-26,2015-02-26,848,0.83,0.001
EXCHANGE_DEEPDIVE2_50K,d1p3,2015-03-13,2015-03-13,2192,2.14,0.002
EXCHANGE_HIGHCOST_201509,e8yf,2015-10-19,2015-10-19,776,0.76,0.001
EXCHANGE_HIGHCOST_201510,e8yf,2015-11-19,2015-11-19,920,0.9,0.001
EXC_2014,d1p3,2015-04-03,2015-04-03,16,0.02,0
F2XC_LEAD_IND_ENR,hbn3,2016-03-02,2016-03-02,452984,442.37,0.432
F2XC_TEMP_ACA,f2xc,2016-05-02,2016-05-02,149512,146.01,0.143
F3D2_FACTOR_DESCRIPTION,f0de,2015-10-21,2015-10-21,20,0.02,0
F3D2_FACTOR_WEIGHTS,f0de,2015-10-20,2015-10-20,20,0.02,0
F3D2_FOREST_SCORE,f0de,2015-10-07,2015-10-07,3200,3.13,0.003
F3D2_HCC_TO_MDC,f0de,2015-08-27,2015-08-27,56,0.05,0
F3D2_IMPACTV2_HOLDOUT,f0de,2015-10-13,2015-10-13,330632,322.88,0.315
F3D2_IMPACT_ACA_V2_DETAIL,f0de,2015-10-20,2015-10-20,1228680,1199.88,1.172
F3D2_IMPACT_ACA_V2_SUMMARY,f0de,2015-10-20,2015-10-20,1600,1.56,0.002
F3D2_IMPACT_MEM_DEMOS1,f3s3,2015-09-03,2015-09-03,785928,767.51,0.75
F3D2_MBR_PREDICT_JAN2015,f0de,2015-10-13,2015-10-13,1652616,1613.88,1.576
F3D2_PREDS10142015,f0de,2015-10-14,2015-10-14,3720,3.63,0.004
F3D2_PREDS10142015_2STAGE,f0de,2015-10-14,2015-10-14,3720,3.63,0.004
F3D2_PREVENTABLE_REASON_XREF,f0de,2015-10-19,2015-10-19,20,0.02,0
F3D2_REG_SCORE,f0de,2015-10-07,2015-10-07,3200,3.13,0.003
F3D2_REPORT1,f0de,2015-10-12,2015-10-12,99912,97.57,0.095
F3D2_SAMPLE_DETAIL,f0de,2015-10-15,2015-10-15,200,0.2,0
F3D2_SPECIAL_RX,f0de,2015-08-10,2015-08-10,32,0.03,0
F3S3_ACA,f3s3,2016-04-20,2016-04-20,80744,78.85,0.077
F3S3_ACA_DATA,f3s3,2016-04-20,2016-04-20,95648,93.41,0.091
F3S3_ACA_DIST,f3s3,2016-03-07,2016-03-07,205472,200.66,0.196
F3S3_ACA_DIST_COMPARE,f3s3,2016-04-20,2016-04-20,101144,98.77,0.096
F3S3_AHRQ,f3s3,2016-05-08,2016-05-08,200584,195.88,0.191
F3S3_ALL_AUTHS_2014ISH,f3s3,2016-04-20,2016-04-20,43136,42.13,0.041
F3S3_ALL_AUTHS_2015ISH,f3s3,2016-04-11,2016-04-11,6584,6.43,0.006
F3S3_ALL_AUTHS_CURRENT,f3s3,2016-04-29,2016-04-29,6704,6.55,0.006
F3S3_ALL_AUTHS_RESULTS,f3s3,2016-04-20,2016-04-20,39608,38.68,0.038
F3S3_ANUSHA_BLUESELECT,f3s3,2016-05-05,2016-05-05,50200,49.02,0.048
F3S3_ANUSHA_LIST,f3s3,2016-04-04,2016-04-04,264,0.26,0
F3S3_AUTHS,f3s3,2016-05-18,2016-05-18,32,0.03,0
F3S3_AUTH_CLMS,f3s3,2016-03-07,2016-03-07,600008,585.95,0.572
F3S3_CHARLSON_INDEX,f3s3,2016-02-25,2016-02-25,1448,1.41,0.001
F3S3_COMOR,f3s3,2016-05-11,2016-05-11,13992,13.66,0.013
F3S3_CONS_CLAIMS_PAID,f3s3,2016-05-11,2016-05-11,77904,76.08,0.074
F3S3_CONS_PHARM_PAID,f3s3,2016-05-11,2016-05-11,10480,10.23,0.01
F3S3_COSTS,f3s3,2016-04-25,2016-04-25,91592,89.45,0.087
F3S3_COUNTY_POP_DENSITY,f3s3,2016-03-02,2016-03-02,16,0.02,0
F3S3_CPT_BREAKOUT,f3s3,2016-05-11,2016-05-11,55696,54.39,0.053
F3S3_DIST,f3s3,2016-01-31,2016-01-31,1024,1,0.001
F3S3_DTLN,f3s3,2016-05-20,2016-05-20,169544,165.57,0.162
F3S3_DXREF_2016,f3s3,2016-01-28,2016-01-28,5048,4.93,0.005
F3S3_ENROLLMENT,f3s3,2016-05-11,2016-05-11,35560,34.73,0.034
F3S3_ER_DATA,f3s3,2015-12-16,2015-12-16,63624,62.13,0.061
F3S3_FI,f3s3,2016-04-20,2016-04-20,171224,167.21,0.163
F3S3_FI_DIST,f3s3,2016-03-07,2016-03-07,185696,181.34,0.177
F3S3_FI_DIST_COMPARE,f3s3,2016-04-20,2016-04-20,214520,209.49,0.205
F3S3_FUTURE_PAID,f3s3,2016-05-11,2016-05-11,18288,17.86,0.017
F3S3_FUTURE_PAID_BR,f3s3,2016-04-19,2016-04-19,13000,12.7,0.012
F3S3_GPI_BREAKOUT,f3s3,2016-05-08,2016-05-08,24904,24.32,0.024
F3S3_HCCS_YEAR,f3s3,2015-10-09,2015-10-09,364680,356.13,0.348
F3S3_HRA,f3s3,2016-05-08,2016-05-08,456,0.45,0
F3S3_ICD10_LIST,f3s3,2016-02-25,2016-02-25,37400,36.52,0.036
F3S3_ICD9_HCC_CMS,f3s3,2015-12-21,2015-12-21,232,0.23,0
F3S3_IMPACT,f3s3,2016-06-01,2016-06-01,179368,175.16,0.171
F3S3_IMPACTABILITY,f3s3,2016-03-11,2016-03-11,15640,15.27,0.015
F3S3_IMPACTABILITY_LEE,f3s3,2016-03-07,2016-03-07,45736,44.66,0.044
F3S3_IMPACTABILITY_MOCK_UP,f3s3,2015-11-17,2015-11-17,24,0.02,0
F3S3_IMPACTABILITY_OTHER,f3s3,2016-03-11,2016-03-11,118776,115.99,0.113
F3S3_IMPACT_ALL,f3s3,2016-06-23,2016-06-23,1547768,1511.49,1.476
F3S3_IMPACT_AUTHS,f3s3,2016-03-07,2016-03-07,1368,1.34,0.001
F3S3_IMPACT_CNSR_INDV_IDS,f3s3,2015-09-03,2015-09-03,285800,279.1,0.273
F3S3_IMPACT_FACTORS,f3s3,2016-01-14,2016-01-14,46400,45.31,0.044
F3S3_IMPACT_FI,f3s3,2016-05-02,2016-05-02,793352,774.76,0.757
F3S3_IMPACT_HA_IMPACT_FACTOR,f3s3,2015-12-01,2015-12-01,32,0.03,0
F3S3_IMPACT_LOOKUP,f3s3,2016-01-14,2016-01-14,16,0.02,0
F3S3_IMPACT_MEDICARE_DEC,f3s3,2016-04-08,2016-04-08,158024,154.32,0.151
F3S3_IMPACT_MEDICARE_RESULTS,f3s3,2016-04-28,2016-04-28,585672,571.95,0.559
F3S3_IMPACT_OTHER,f3s3,2016-05-09,2016-05-09,736072,718.82,0.702
F3S3_IMPACT_OTHER_CURRENT,f3s3,2016-05-18,2016-05-18,235096,229.59,0.224
F3S3_IMPACT_OTHER_RESULTS,f3s3,2016-05-12,2016-05-12,484744,473.38,0.462
F3S3_JIVA_ALL_MA_GPS,f3s3,2016-06-06,2016-06-06,24,0.02,0
F3S3_JIVA_STRAT,f3s3,2016-06-06,2016-06-06,90056,87.95,0.086
F3S3_KBM,f3s3,2016-05-18,2016-05-18,10744,10.49,0.01
F3S3_LACE,f3s3,2016-07-20,2016-07-20,124552,121.63,0.119
F3S3_MBRS,f3s3,2016-07-20,2016-07-20,157368,153.68,0.15
F3S3_MBR_LAB_RESULTS,f3s3,2016-05-08,2016-05-08,64,0.06,0
F3S3_MED_2,f3s3,2016-02-02,2016-02-02,15296,14.94,0.015
F3S3_MED_3,f3s3,2016-04-20,2016-04-20,8048,7.86,0.008
F3S3_MED_DATA,f3s3,2016-04-20,2016-04-20,9536,9.31,0.009
F3S3_MED_DIST,f3s3,2016-03-07,2016-03-07,17960,17.54,0.017
F3S3_MED_DIST_2,f3s3,2016-02-04,2016-02-04,15656,15.29,0.015
F3S3_MED_DIST_COMPARE,f3s3,2016-04-20,2016-04-20,10064,9.83,0.01
F3S3_MED_READMITS_2015,f3s3,2016-05-20,2016-05-20,21000,20.51,0.02
F3S3_MED_TFIDF,f3s3,2016-02-02,2016-02-02,15656,15.29,0.015
F3S3_MED_TFIDF_2,f3s3,2016-02-02,2016-02-02,1024,1,0.001
F3S3_ONCOLOGY_MBRS,f3s3,2016-03-18,2016-03-18,16,0.02,0
F3S3_OTHER,f3s3,2016-04-25,2016-04-25,40120,39.18,0.038
F3S3_OTHER_DATA,f3s3,2016-05-18,2016-05-18,39008,38.09,0.037
F3S3_PHA,f3s3,2016-05-08,2016-05-08,1432,1.4,0.001
F3S3_PHARMACY,f3s3,2016-07-11,2016-07-11,2504,2.45,0.002
F3S3_PVTP_BREAKOUT,f3s3,2016-05-11,2016-05-11,14008,13.68,0.013
F3S3_RURAL,f3s3,2016-05-11,2016-05-11,82744,80.8,0.079
F3S3_SPLY_BREAKOUT,f3s3,2016-05-08,2016-05-08,46904,45.8,0.045
F3S3_SUMY,f3s3,2016-05-20,2016-05-20,424760,414.8,0.405
F3S3_TRIGGERS,f3s3,2016-06-23,2016-06-23,89336,87.24,0.085
F3S3_TRIGGERS_2,f3s3,2016-05-18,2016-05-18,280,0.27,0
F3S3_TRIGGER_1,f3s3,2016-06-23,2016-06-23,16,0.02,0
F3S3_TRIGGER_10,f3s3,2016-06-23,2016-06-23,16,0.02,0
F3S3_TRIGGER_12,f3s3,2016-06-23,2016-06-23,16,0.02,0
F3S3_TRIGGER_13,f3s3,2016-06-02,2016-06-02,16,0.02,0
F3S3_TRIGGER_2,f3s3,2016-06-23,2016-06-23,16,0.02,0
F3S3_TRIGGER_25,f3s3,2016-06-23,2016-06-23,16,0.02,0
F3S3_TRIGGER_31,f3s3,2016-06-02,2016-06-02,16,0.02,0
F3S3_TRIGGER_36,f3s3,2016-06-23,2016-06-23,3864,3.77,0.004
F3S3_TRIGGER_4,f3s3,2016-06-23,2016-06-23,16,0.02,0
F3S3_TRIGGER_5,f3s3,2016-06-23,2016-06-23,48,0.05,0
F3S3_TRIGGER_70,f3s3,2016-06-02,2016-06-02,192,0.19,0
F3S3_TRIGGER_71,f3s3,2016-06-02,2016-06-02,504,0.49,0
F3S3_TRIGGER_72,f3s3,2016-06-02,2016-06-02,176,0.17,0
F3S3_TRIGGER_73,f3s3,2016-06-02,2016-06-02,728,0.71,0.001
F3S3_TRIGGER_74,f3s3,2016-06-02,2016-06-02,192,0.19,0
F3S3_TRIGGER_9,f3s3,2016-06-02,2016-06-02,16,0.02,0
F3VC_ALL_DISENROLL,f3vc,2016-06-17,2016-06-17,16,0.02,0
F3VC_ALL_DISENROLL_DTLS,f3vc,2016-06-17,2016-06-17,14288,13.95,0.014
F3VC_ANUSHA_ER_070116,f3vc,2016-07-01,2016-07-01,31832,31.09,0.03
F3VC_APPEALS_2015,f3vc,2016-06-02,2016-06-02,1704,1.66,0.002
F3VC_APPEALS_2015_FINAL,f3vc,2016-06-01,2016-06-01,88,0.09,0
F3VC_APPEALS_2015_FIN_POD,f3vc,2016-06-01,2016-06-01,40,0.04,0
F3VC_APPEALS_RAW_2015,f3vc,2016-05-04,2016-05-04,1616,1.58,0.002
F3VC_APRIL_DISENROLL,f3vc,2016-05-12,2016-05-12,16968,16.57,0.016
F3VC_CALLINITDATA,f3vc,2016-01-11,2016-01-11,34856,34.04,0.033
F3VC_CCX_AUTHS,f3vc,2016-02-09,2016-02-09,2120,2.07,0.002
F3VC_CLAIM_AMT_EV201508,f3vc,2015-10-12,2015-10-12,541320,528.63,0.516
F3VC_CLM_AUTH_ENR,f3vc,2016-02-01,2016-02-01,200,0.2,0
F3VC_CLM_AUTH_ENR_FINAL,f3vc,2016-07-22,2016-07-22,72,0.07,0
F3VC_CLM_AUTH_ENR_FINAL2,f3vc,2016-07-22,2016-07-22,72,0.07,0
F3VC_CLM_AUTH_ENR_FINAL3,f3vc,2016-07-22,2016-07-22,72,0.07,0
F3VC_CMDM_OUTPUT,f3vc,2016-06-02,2016-06-02,5192,5.07,0.005
F3VC_CMDM_OUTPUT_201605,f3vc,2016-06-19,2016-06-19,8872,8.66,0.008
F3VC_CMDM_OUTPUT_201606,f3vc,2016-07-18,2016-07-18,5352,5.23,0.005
F3VC_CMS_SUMMARY,f3vc,2016-06-17,2016-06-17,200,0.2,0
F3VC_COMBINED_COUNTY,f3vc,2016-06-02,2016-06-02,1088,1.06,0.001
F3VC_COMBINED_POD,f3vc,2016-06-01,2016-06-01,216,0.21,0
F3VC_CSAR_201604,f3vc,2016-05-31,2016-05-31,102408,100.01,0.098
F3VC_CSAR_OUTPUT,f3vc,2016-06-03,2016-06-03,16072,15.7,0.015
F3VC_CSAR_OUTPUT_201604,f3vc,2016-06-03,2016-06-03,22152,21.63,0.021
F3VC_CSAR_OUTPUT_201605,f3vc,2016-06-19,2016-06-19,22792,22.26,0.022
F3VC_CSAR_OUTPUT_201606,f3vc,2016-07-18,2016-07-18,23560,23.01,0.022
F3VC_CTM_2015,f3vc,2016-05-02,2016-05-02,1608,1.57,0.002
F3VC_CTM_FINAL,f3vc,2016-06-02,2016-06-02,56,0.05,0
F3VC_DISENROLLMENT_2015,f3vc,2016-05-04,2016-05-04,126504,123.54,0.121
F3VC_DISENROLLMENT_MAY16,f3vc,2016-06-17,2016-06-17,14248,13.91,0.014
F3VC_DM_2015,f3vc,2015-12-23,2015-12-23,968,0.95,0.001
F3VC_DOLLAR_STARS,f3vc,2016-06-15,2016-06-15,184,0.18,0
F3VC_ENRT3,f3vc,2016-07-13,2016-07-13,346440,338.32,0.33
F3VC_ENR_201605,f3vc,2016-06-30,2016-06-30,754040,736.37,0.719
F3VC_EXEC_SUM_4,f3vc,2016-07-07,2016-07-07,88,0.09,0
F3VC_FEB_DISENROLL,f3vc,2016-05-12,2016-05-12,37208,36.34,0.035
F3VC_FIRSTFILL_201604,f3vc,2016-06-01,2016-06-01,1072,1.05,0.001
F3VC_FIRSTFILL_201604_1,f3vc,2016-06-01,2016-06-01,288,0.28,0
F3VC_FIRSTFILL_201604_2,f3vc,2016-06-01,2016-06-01,288,0.28,0
F3VC_FIRSTFILL_201604_3,f3vc,2016-06-01,2016-06-01,288,0.28,0
F3VC_FIRSTFILL_201604_4,f3vc,2016-06-01,2016-06-01,288,0.28,0
F3VC_FIRSTFILL_201605,f3vc,2016-06-19,2016-06-19,848,0.83,0.001
F3VC_FIRSTFILL_201605_1,f3vc,2016-06-19,2016-06-19,232,0.23,0
F3VC_FIRSTFILL_201605_2,f3vc,2016-06-19,2016-06-19,288,0.28,0
F3VC_FIRSTFILL_201605_3,f3vc,2016-06-19,2016-06-19,232,0.23,0
F3VC_FIRSTFILL_201605_4,f3vc,2016-06-19,2016-06-19,232,0.23,0
F3VC_FIRSTFILL_201606,f3vc,2016-07-18,2016-07-18,904,0.88,0.001
F3VC_FIRSTFILL_201606_1,f3vc,2016-07-18,2016-07-18,232,0.23,0
F3VC_FIRSTFILL_201606_2,f3vc,2016-07-18,2016-07-18,232,0.23,0
F3VC_FIRSTFILL_201606_3,f3vc,2016-07-18,2016-07-18,176,0.17,0
F3VC_FIRSTFILL_201606_4,f3vc,2016-07-18,2016-07-18,176,0.17,0
F3VC_FIRSTFILL_201606_5,f3vc,2016-07-18,2016-07-18,232,0.23,0
F3VC_FIRSTFILL_OUTPUT,f3vc,2016-06-19,2016-06-19,120,0.12,0
F3VC_FIRSTFILL_OUTPUT_201606,f3vc,2016-07-18,2016-07-18,120,0.12,0
F3VC_GEO_FL_TABLE,f3vc,2016-05-31,2016-05-31,168,0.16,0
F3VC_GEO_TABLE,f3vc,2016-05-12,2016-05-12,3880,3.79,0.004
F3VC_HCCANDENR4,f3vc,2016-07-22,2016-07-22,40,0.04,0
